"No.","Time","Source","Destination","Protocol","Length","Info"
"136","4.427629","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:2405::5","TCP","86","58082  >  443 [ACK] Seq=14806 Ack=6378 Win=131008 Len=0 TSval=541540695 TSecr=2403985804"
"137","4.435835","2603:1036:2405::5","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","98","443  >  58082 [ACK] Seq=6378 Ack=9302 Win=4195328 Len=0 TSval=2403985813 TSecr=541540661 SLE=14768 SRE=14806"
"138","4.435929","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:2405::5","TCP","1474","[TCP Retransmission] 58082  >  443 [ACK] Seq=9302 Ack=6378 Win=131072 Len=1388 TSval=541540704 TSecr=2403985813 [TCP PDU reassembled in 131]"
"139","4.435931","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:2405::5","TCP","1474","[TCP Retransmission] 58082  >  443 [ACK] Seq=10690 Ack=6378 Win=131072 Len=1388 TSval=541540704 TSecr=2403985813 [TCP PDU reassembled in 131]"
"140","4.435932","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:2405::5","TCP","1474","[TCP Retransmission] 58082  >  443 [ACK] Seq=12078 Ack=6378 Win=131072 Len=1388 TSval=541540704 TSecr=2403985813 [TCP PDU reassembled in 131]"
"141","4.435933","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:2405::5","TCP","1388","[TCP Retransmission] 58082  >  443 [ACK] Seq=13466 Ack=6378 Win=131072 Len=1302 TSval=541540704 TSecr=2403985813 [TCP PDU reassembled in 131]"
"142","4.436292","2603:1036:2405::5","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","98","443  >  58082 [ACK] Seq=6378 Ack=13466 Win=4195328 Len=0 TSval=2403985813 TSecr=541540661 SLE=14768 SRE=14806"
"143","4.436901","2603:1036:2405::5","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58082 [ACK] Seq=6378 Ack=14806 Win=4194048 Len=0 TSval=2403985813 TSecr=541540661"
"144","4.466198","20.50.73.4","10.0.0.147","TCP","54","443  >  63846 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"145","4.477274","2603:1036:2405::5","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","98","[TCP Dup ACK 143#1] 443  >  58082 [ACK] Seq=6378 Ack=14806 Win=4194048 Len=0 TSval=2403985854 TSecr=541540695 SLE=9302 SRE=12078"
"146","4.477611","2603:1036:2405::5","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","98","[TCP Dup ACK 143#2] 443  >  58082 [ACK] Seq=6378 Ack=14806 Win=4194048 Len=0 TSval=2403985855 TSecr=541540695 SLE=12078 SRE=13466"
"147","4.478194","2603:1036:2405::5","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","98","[TCP Dup ACK 143#3] 443  >  58082 [ACK] Seq=6378 Ack=14806 Win=4194048 Len=0 TSval=2403985855 TSecr=541540695 SLE=13466 SRE=14768"
"148","4.572241","2603:1036:2405::5","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","1070","Application Data"
"149","4.572372","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:2405::5","TCP","86","58082  >  443 [ACK] Seq=14806 Ack=7362 Win=130048 Len=0 TSval=541540840 TSecr=2403985945"
"150","4.573059","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:2405::5","TLSv1.2","132","Application Data"
"151","4.573186","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:2405::5","TLSv1.2","117","Encrypted Alert"
"152","4.573301","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:2405::5","TCP","86","58082  >  443 [FIN, ACK] Seq=14883 Ack=7362 Win=131072 Len=0 TSval=541540840 TSecr=2403985945"
"153","4.603376","2603:1036:2405::5","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58082 [ACK] Seq=7362 Ack=14852 Win=4194048 Len=0 TSval=2403985981 TSecr=541540840"
"154","4.604835","2603:1036:2405::5","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","[TCP Dup ACK 153#1] 443  >  58082 [ACK] Seq=7362 Ack=14852 Win=4194048 Len=0 TSval=2403985981 TSecr=541540840"
"155","4.604836","2603:1036:2405::5","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58082 [ACK] Seq=7362 Ack=14884 Win=4193792 Len=0 TSval=2403985981 TSecr=541540840"
"156","4.604836","2603:1036:2405::5","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","128","Application Data"
"157","4.604937","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:2405::5","TCP","74","58082  >  443 [RST] Seq=14884 Win=0 Len=0"
"158","4.606279","2603:1036:2405::5","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58082 [FIN, ACK] Seq=7404 Ack=14884 Win=4193792 Len=0 TSval=2403985981 TSecr=541540840"
"159","4.606419","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:2405::5","TCP","74","58082  >  443 [RST] Seq=14884 Win=0 Len=0"
"160","5.138123","fe80::a2ff:70ff:fe23:f9a4","ff02::1","ICMPv6","174","Router Advertisement from a0:ff:70:23:f9:a4"
"161","6.092981","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f272:cc:face:b00c:0:43fe","TLSv1.2","370","Application Data"
"162","6.121091","2a03:2880:f272:cc:face:b00c:0:43fe","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58063 [ACK] Seq=317 Ack=347 Win=640 Len=0 TSval=702144674 TSecr=1276808761"
"163","6.225389","2a03:2880:f272:cc:face:b00c:0:43fe","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","116","Application Data"
"164","6.225946","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f272:cc:face:b00c:0:43fe","TCP","86","58063  >  443 [ACK] Seq=347 Ack=347 Win=2047 Len=0 TSval=1276808894 TSecr=702144781"
"165","6.239026","2a03:2880:f272:cc:face:b00c:0:43fe","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","129","Application Data"
"166","6.239480","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f272:cc:face:b00c:0:43fe","TCP","86","58063  >  443 [ACK] Seq=347 Ack=390 Win=2047 Len=0 TSval=1276808907 TSecr=702144794"
"167","7.558914","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4006:80c::200e","UDP","91","58082  >  443 Len=29"
"168","7.588038","2607:f8b0:4006:80c::200e","2601:19b:681:6a0:443d:6eeb:d343:8f85","UDP","92","443  >  58082 Len=30"
"169","8.086448","2601:19b:681:6a0:443d:6eeb:d343:8f85","2620:149:a41:109::a","UDP","92","52107  >  443 Len=30"
"170","8.108922","fe80::a2ff:70ff:fe23:f9a4","ff02::1","ICMPv6","174","Router Advertisement from a0:ff:70:23:f9:a4"
"171","8.136064","2620:149:a41:109::a","2601:19b:681:6a0:443d:6eeb:d343:8f85","UDP","95","443  >  52107 Len=33"
"172","8.518573","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TLSv1.2","121","Application Data"
"173","8.518576","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TLSv1.2","121","Application Data"
"174","8.549131","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","993  >  50035 [ACK] Seq=1 Ack=36 Win=1053 Len=0 TSval=2094497772 TSecr=3800576911"
"175","8.554314","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","993  >  50023 [ACK] Seq=1 Ack=36 Win=1053 Len=0 TSval=1632858921 TSecr=1248529316"
"176","8.568607","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","149","Application Data"
"177","8.568789","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TCP","86","50023  >  993 [ACK] Seq=36 Ack=64 Win=1999 Len=0 TSval=1248529367 TSecr=1632858935"
"178","8.569854","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","118","Application Data"
"179","8.569940","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TCP","86","50023  >  993 [ACK] Seq=36 Ack=96 Win=1998 Len=0 TSval=1248529368 TSecr=1632858935"
"180","8.570320","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TLSv1.2","141","Application Data"
"181","8.599178","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","993  >  50023 [ACK] Seq=96 Ack=91 Win=1053 Len=0 TSval=1632858965 TSecr=1248529368"
"182","8.610566","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","134","Application Data"
"183","8.610647","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TCP","86","50023  >  993 [ACK] Seq=91 Ack=144 Win=1997 Len=0 TSval=1248529409 TSecr=1632858978"
"184","8.612995","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TLSv1.2","128","Application Data"
"185","8.619061","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","149","Application Data"
"186","8.619177","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TCP","86","50035  >  993 [ACK] Seq=36 Ack=64 Win=1999 Len=0 TSval=3800577012 TSecr=2094497840"
"187","8.619561","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","118","Application Data"
"188","8.619608","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TCP","86","50035  >  993 [ACK] Seq=36 Ack=96 Win=1999 Len=0 TSval=3800577012 TSecr=2094497840"
"189","8.619850","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TLSv1.2","141","Application Data"
"190","8.642356","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","993  >  50023 [ACK] Seq=144 Ack=133 Win=1053 Len=0 TSval=1632859009 TSecr=1248529411"
"191","8.645509","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","993  >  50035 [ACK] Seq=96 Ack=91 Win=1053 Len=0 TSval=2094497869 TSecr=3800577012"
"192","8.645510","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","[TCP Dup ACK 191#1] 993  >  50035 [ACK] Seq=96 Ack=91 Win=1053 Len=0 TSval=2094497869 TSecr=3800577012"
"193","8.655488","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","125","Application Data"
"194","8.655579","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TCP","86","50023  >  993 [ACK] Seq=133 Ack=183 Win=1997 Len=0 TSval=1248529454 TSecr=1632859022"
"195","8.656243","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TLSv1.2","121","Application Data"
"196","8.690170","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","993  >  50023 [ACK] Seq=183 Ack=168 Win=1053 Len=0 TSval=1632859057 TSecr=1248529454"
"197","8.707332","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","133","Application Data"
"198","8.707415","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TCP","86","50023  >  993 [ACK] Seq=168 Ack=230 Win=1996 Len=0 TSval=1248529505 TSecr=1632859070"
"199","8.707683","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","134","Application Data"
"200","8.707742","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TCP","86","50023  >  993 [ACK] Seq=168 Ack=278 Win=1995 Len=0 TSval=1248529505 TSecr=1632859070"
"201","8.708216","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TLSv1.2","129","Application Data"
"202","8.714588","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","134","Application Data"
"203","8.714700","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TCP","86","50035  >  993 [ACK] Seq=91 Ack=144 Win=1998 Len=0 TSval=3800577108 TSecr=2094497938"
"204","8.722301","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TLSv1.2","128","Application Data"
"205","8.743394","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","993  >  50023 [ACK] Seq=278 Ack=211 Win=1053 Len=0 TSval=1632859107 TSecr=1248529505"
"206","8.752211","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","993  >  50035 [ACK] Seq=144 Ack=133 Win=1053 Len=0 TSval=2094497976 TSecr=3800577115"
"207","8.753041","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","134","Application Data"
"208","8.753117","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TCP","86","50023  >  993 [ACK] Seq=211 Ack=326 Win=1995 Len=0 TSval=1248529550 TSecr=1632859119"
"209","8.753877","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TLSv1.2","167","Application Data"
"210","8.780928","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","993  >  50023 [ACK] Seq=326 Ack=292 Win=1053 Len=0 TSval=1632859147 TSecr=1248529552"
"211","8.799607","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","149","Application Data"
"212","8.799761","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TCP","86","50023  >  993 [ACK] Seq=292 Ack=389 Win=1994 Len=0 TSval=1248529598 TSecr=1632859165"
"213","8.799921","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","161","Application Data"
"214","8.800013","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TCP","86","50023  >  993 [ACK] Seq=292 Ack=464 Win=1992 Len=0 TSval=1248529598 TSecr=1632859165"
"215","8.803708","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TLSv1.2","128","Application Data"
"216","8.823408","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","125","Application Data"
"217","8.823538","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TCP","86","50035  >  993 [ACK] Seq=133 Ack=183 Win=1998 Len=0 TSval=3800577216 TSecr=2094498044"
"218","8.825536","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TLSv1.2","121","Application Data"
"219","8.829897","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","993  >  50023 [ACK] Seq=464 Ack=334 Win=1053 Len=0 TSval=1632859197 TSecr=1248529602"
"220","8.846037","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","125","Application Data"
"221","8.846201","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TCP","86","50023  >  993 [ACK] Seq=334 Ack=503 Win=1992 Len=0 TSval=1248529644 TSecr=1632859210"
"222","8.848564","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","993  >  50035 [ACK] Seq=183 Ack=168 Win=1053 Len=0 TSval=2094498072 TSecr=3800577218"
"223","8.882437","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:415f::2","TCP","74","58070  >  443 [RST] Seq=1 Win=0 Len=0"
"224","8.882518","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:303:3c34::2","TCP","74","58077  >  443 [RST] Seq=1 Win=0 Len=0"
"225","8.882542","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:303:3c34::2","TCP","74","58075  >  443 [RST] Seq=1 Win=0 Len=0"
"226","8.916033","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","133","Application Data"
"227","8.916199","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TCP","86","50035  >  993 [ACK] Seq=168 Ack=230 Win=1997 Len=0 TSval=3800577309 TSecr=2094498139"
"228","8.916408","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","134","Application Data"
"229","8.916510","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TCP","86","50035  >  993 [ACK] Seq=168 Ack=278 Win=1996 Len=0 TSval=3800577309 TSecr=2094498139"
"230","8.917495","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TLSv1.2","129","Application Data"
"231","8.944028","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","993  >  50035 [ACK] Seq=278 Ack=211 Win=1053 Len=0 TSval=2094498166 TSecr=3800577310"
"232","9.010062","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","134","Application Data"
"233","9.010229","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TCP","86","50035  >  993 [ACK] Seq=211 Ack=326 Win=1995 Len=0 TSval=3800577403 TSecr=2094498234"
"234","9.011440","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TLSv1.2","167","Application Data"
"235","9.036082","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","993  >  50035 [ACK] Seq=326 Ack=292 Win=1053 Len=0 TSval=2094498260 TSecr=3800577404"
"236","9.105898","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","149","Application Data"
"237","9.106028","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TCP","86","50035  >  993 [ACK] Seq=292 Ack=389 Win=1994 Len=0 TSval=3800577499 TSecr=2094498328"
"238","9.106180","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","161","Application Data"
"239","9.106253","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TCP","86","50035  >  993 [ACK] Seq=292 Ack=464 Win=1993 Len=0 TSval=3800577499 TSecr=2094498328"
"240","9.109506","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TLSv1.2","128","Application Data"
"241","9.135601","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","993  >  50035 [ACK] Seq=464 Ack=334 Win=1053 Len=0 TSval=2094498354 TSecr=3800577502"
"242","9.197951","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","125","Application Data"
"243","9.198024","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TCP","86","50035  >  993 [ACK] Seq=334 Ack=503 Win=1993 Len=0 TSval=3800577591 TSecr=2094498422"
"244","9.748403","VantivaUSA_23:f9:a4","Apple_54:3b:69","ARP","42","Who has 10.0.0.147? Tell 10.0.0.1"
"245","9.748491","Apple_54:3b:69","VantivaUSA_23:f9:a4","ARP","42","10.0.0.147 is at a8:8f:d9:54:3b:69"
"246","10.147256","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f07e:d:face:b00c:0:6206","TLSv1.2","115","Application Data"
"247","10.149805","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f07e:d:face:b00c:0:6206","TCP","1466","58062  >  443 [ACK] Seq=6476 Ack=76 Win=2048 Len=1380 TSval=3284634787 TSecr=2563025506 [TCP PDU reassembled in 251]"
"248","10.149807","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f07e:d:face:b00c:0:6206","TCP","1466","58062  >  443 [ACK] Seq=7856 Ack=76 Win=2048 Len=1380 TSval=3284634787 TSecr=2563025506 [TCP PDU reassembled in 251]"
"249","10.149809","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f07e:d:face:b00c:0:6206","TCP","1466","58062  >  443 [ACK] Seq=9236 Ack=76 Win=2048 Len=1380 TSval=3284634787 TSecr=2563025506 [TCP PDU reassembled in 251]"
"250","10.149812","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f07e:d:face:b00c:0:6206","TCP","1466","58062  >  443 [ACK] Seq=10616 Ack=76 Win=2048 Len=1380 TSval=3284634787 TSecr=2563025506 [TCP PDU reassembled in 251]"
"251","10.149904","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f07e:d:face:b00c:0:6206","TLSv1.2","494","Application Data"
"252","10.166798","2a03:2880:f07e:d:face:b00c:0:6206","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58062 [ACK] Seq=76 Ack=6476 Win=2038 Len=0 TSval=2563035556 TSecr=3284634784"
"253","10.173296","2a03:2880:f07e:d:face:b00c:0:6206","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58062 [ACK] Seq=76 Ack=9236 Win=2030 Len=0 TSval=2563035565 TSecr=3284634787"
"254","10.173297","2a03:2880:f07e:d:face:b00c:0:6206","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58062 [ACK] Seq=76 Ack=12404 Win=2018 Len=0 TSval=2563035565 TSecr=3284634787"
"255","10.175978","2a03:2880:f07e:d:face:b00c:0:6206","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","111","Application Data"
"256","10.176176","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f07e:d:face:b00c:0:6206","TCP","86","58062  >  443 [ACK] Seq=12404 Ack=101 Win=2047 Len=0 TSval=3284634813 TSecr=2563035567"
"257","10.184581","2a03:2880:f07e:d:face:b00c:0:6206","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","118","Application Data"
"258","10.184821","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f07e:d:face:b00c:0:6206","TCP","86","58062  >  443 [ACK] Seq=12404 Ack=133 Win=2047 Len=0 TSval=3284634822 TSecr=2563035576"
"259","10.187388","2a03:2880:f07e:d:face:b00c:0:6206","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","129","Application Data"
"260","10.187477","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f07e:d:face:b00c:0:6206","TCP","86","58062  >  443 [ACK] Seq=12404 Ack=176 Win=2047 Len=0 TSval=3284634824 TSecr=2563035579"
"261","10.189201","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f07e:d:face:b00c:0:6206","TLSv1.2","122","Application Data"
"262","10.231598","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f272:cc:face:b00c:0:43fe","TLSv1.2","226","Application Data"
"263","10.244861","2a03:2880:f07e:d:face:b00c:0:6206","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58062 [ACK] Seq=176 Ack=12440 Win=2038 Len=0 TSval=2563035634 TSecr=3284634826"
"264","10.247035","2a03:2880:f272:cc:face:b00c:0:43fe","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58063 [ACK] Seq=390 Ack=487 Win=649 Len=0 TSval=702148802 TSecr=1276812900"
"265","10.365831","2a03:2880:f272:cc:face:b00c:0:43fe","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","116","Application Data"
"266","10.366110","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f272:cc:face:b00c:0:43fe","TCP","86","58063  >  443 [ACK] Seq=487 Ack=420 Win=2047 Len=0 TSval=1276813034 TSecr=702148909"
"267","10.493828","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4006:824::200a","UDP","91","52576  >  443 Len=29"
"268","10.525308","2607:f8b0:4006:824::200a","2601:19b:681:6a0:443d:6eeb:d343:8f85","UDP","92","443  >  52576 Len=30"
"269","10.600207","2607:f8b0:4006:824::200a","2601:19b:681:6a0:443d:6eeb:d343:8f85","UDP","141","443  >  52576 Len=79"
"270","10.630430","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4006:824::200a","UDP","95","52576  >  443 Len=33"
"271","10.759728","2a03:2880:f272:cc:face:b00c:0:43fe","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","257","Application Data"
"272","10.760100","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f272:cc:face:b00c:0:43fe","TCP","86","58063  >  443 [ACK] Seq=487 Ack=591 Win=2045 Len=0 TSval=1276813428 TSecr=702149315"
"273","11.084138","2a03:2880:f272:cc:face:b00c:0:43fe","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","142","Application Data"
"274","11.084755","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f272:cc:face:b00c:0:43fe","TCP","86","58063  >  443 [ACK] Seq=487 Ack=647 Win=2047 Len=0 TSval=1276813752 TSecr=702149610"
"275","11.178647","fe80::a2ff:70ff:fe23:f9a4","ff02::1","ICMPv6","174","Router Advertisement from a0:ff:70:23:f9:a4"
"276","11.697522","2607:f8b0:4006:80c::200e","2601:19b:681:6a0:443d:6eeb:d343:8f85","UDP","99","443  >  58082 Len=37"
"277","11.727760","2607:f8b0:4006:80c::200e","2601:19b:681:6a0:443d:6eeb:d343:8f85","UDP","99","443  >  58082 Len=37"
"278","11.727926","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4006:80c::200e","UDP","96","58082  >  443 Len=34"
"279","11.728042","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4006:80c::200e","UDP","98","58082  >  443 Len=36"
"280","13.026790","2a03:2880:f272:cc:face:b00c:0:43fe","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","230","Application Data"
"281","13.027855","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f272:cc:face:b00c:0:43fe","TCP","86","58063  >  443 [ACK] Seq=487 Ack=791 Win=2045 Len=0 TSval=1276815695 TSecr=702151522"
"282","13.164933","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f272:cc:face:b00c:0:43fe","TLSv1.2","179","Application Data"
